"","Numeracy","ProblemCorr","Difficulty_forgraphs","PConTypeLabeled","catpolitical","id"
"1883",3,1,"Easy","Apolitical Items","Liberals",314
"1884",3,1,"Easy","Apolitical Items","Liberals",314
"1885",4,1,"Easy","Liberal Confirming Items","Conservatives",315
"1886",4,0,"Easy","Conservative Confirming Items","Conservatives",315
"1887",4,0,"Easy","Liberal Confirming Items","Conservatives",315
"1888",4,1,"Easy","Conservative Confirming Items","Conservatives",315
"1889",4,1,"Easy","Apolitical Items","Conservatives",315
"1890",4,1,"Easy","Apolitical Items","Conservatives",315
"1891",7,1,"Easy","Liberal Confirming Items","Liberals",316
"1892",7,1,"Easy","Conservative Confirming Items","Liberals",316
"1893",7,1,"Easy","Liberal Confirming Items","Liberals",316
"1894",7,1,"Easy","Conservative Confirming Items","Liberals",316
"1895",7,1,"Easy","Apolitical Items","Liberals",316
"1896",7,0,"Easy","Apolitical Items","Liberals",316
"1897",5,1,"Easy","Liberal Confirming Items","Liberals",317
"1898",5,0,"Easy","Conservative Confirming Items","Liberals",317
"1899",5,1,"Easy","Liberal Confirming Items","Liberals",317
"1900",5,1,"Easy","Conservative Confirming Items","Liberals",317
"1901",5,1,"Easy","Apolitical Items","Liberals",317
"1902",5,1,"Easy","Apolitical Items","Liberals",317
"1903",6,0,"Easy","Liberal Confirming Items","Liberals",318
"1904",6,1,"Easy","Conservative Confirming Items","Liberals",318
"1905",6,1,"Easy","Liberal Confirming Items","Liberals",318
"1906",6,1,"Easy","Conservative Confirming Items","Liberals",318
"1907",6,1,"Easy","Apolitical Items","Liberals",318
"1908",6,0,"Easy","Apolitical Items","Liberals",318
"1909",3,1,"Easy","Liberal Confirming Items","Moderates",319
"1910",3,0,"Easy","Conservative Confirming Items","Moderates",319
"1911",3,1,"Easy","Liberal Confirming Items","Moderates",319
"1912",3,0,"Easy","Conservative Confirming Items","Moderates",319
"1913",3,1,"Easy","Apolitical Items","Moderates",319
"1914",3,1,"Easy","Apolitical Items","Moderates",319
"1915",8,1,"Easy","Liberal Confirming Items","Moderates",320
"1916",8,1,"Easy","Conservative Confirming Items","Moderates",320
"1917",8,1,"Easy","Liberal Confirming Items","Moderates",320
"1918",8,1,"Easy","Conservative Confirming Items","Moderates",320
"1919",8,1,"Easy","Apolitical Items","Moderates",320
"1920",8,1,"Easy","Apolitical Items","Moderates",320
"1921",4,1,"Easy","Liberal Confirming Items","Conservatives",321
"1922",4,1,"Easy","Conservative Confirming Items","Conservatives",321
"1923",4,1,"Easy","Liberal Confirming Items","Conservatives",321
"1924",4,1,"Easy","Conservative Confirming Items","Conservatives",321
"1925",4,1,"Easy","Apolitical Items","Conservatives",321
"1926",4,1,"Easy","Apolitical Items","Conservatives",321
"1927",1,1,"Easy","Liberal Confirming Items","Moderates",322
"1928",1,0,"Easy","Conservative Confirming Items","Moderates",322
"1929",1,1,"Easy","Liberal Confirming Items","Moderates",322
"1930",1,1,"Easy","Conservative Confirming Items","Moderates",322
"1931",1,1,"Easy","Apolitical Items","Moderates",322
"1932",1,1,"Easy","Apolitical Items","Moderates",322
"1933",3,1,"Easy","Liberal Confirming Items","Liberals",323
"1934",3,0,"Easy","Conservative Confirming Items","Liberals",323
"1935",3,1,"Easy","Liberal Confirming Items","Liberals",323
"1936",3,1,"Easy","Conservative Confirming Items","Liberals",323
"1937",3,1,"Easy","Apolitical Items","Liberals",323
"1938",3,1,"Easy","Apolitical Items","Liberals",323
"1939",5,1,"Easy","Liberal Confirming Items","Liberals",324
"1940",5,1,"Easy","Conservative Confirming Items","Liberals",324
"1941",5,1,"Easy","Liberal Confirming Items","Liberals",324
"1942",5,1,"Easy","Conservative Confirming Items","Liberals",324
"1943",5,1,"Easy","Apolitical Items","Liberals",324
"1944",5,1,"Easy","Apolitical Items","Liberals",324
"1945",6,1,"Easy","Liberal Confirming Items","Liberals",325
"1946",6,1,"Easy","Conservative Confirming Items","Liberals",325
"1947",6,1,"Easy","Liberal Confirming Items","Liberals",325
"1948",6,1,"Easy","Conservative Confirming Items","Liberals",325
"1949",6,1,"Easy","Apolitical Items","Liberals",325
"1950",6,1,"Easy","Apolitical Items","Liberals",325
"1951",5,1,"Easy","Liberal Confirming Items","Liberals",326
"1952",5,1,"Easy","Conservative Confirming Items","Liberals",326
"1953",5,1,"Easy","Liberal Confirming Items","Liberals",326
"1954",5,1,"Easy","Conservative Confirming Items","Liberals",326
"1955",5,1,"Easy","Apolitical Items","Liberals",326
"1956",5,1,"Easy","Apolitical Items","Liberals",326
"1957",2,0,"Easy","Liberal Confirming Items","Conservatives",327
"1958",2,0,"Easy","Conservative Confirming Items","Conservatives",327
"1959",2,0,"Easy","Liberal Confirming Items","Conservatives",327
"1960",2,1,"Easy","Conservative Confirming Items","Conservatives",327
"1961",2,0,"Easy","Apolitical Items","Conservatives",327
"1962",2,0,"Easy","Apolitical Items","Conservatives",327
"1963",7,1,"Easy","Liberal Confirming Items","Moderates",328
"1964",7,0,"Easy","Conservative Confirming Items","Moderates",328
"1965",7,1,"Easy","Liberal Confirming Items","Moderates",328
"1966",7,1,"Easy","Conservative Confirming Items","Moderates",328
"1967",7,1,"Easy","Apolitical Items","Moderates",328
"1968",7,1,"Easy","Apolitical Items","Moderates",328
"1969",5,1,"Easy","Liberal Confirming Items","Conservatives",329
"1970",5,1,"Easy","Conservative Confirming Items","Conservatives",329
"1971",5,1,"Easy","Liberal Confirming Items","Conservatives",329
"1972",5,1,"Easy","Conservative Confirming Items","Conservatives",329
"1973",5,1,"Easy","Apolitical Items","Conservatives",329
"1974",5,1,"Easy","Apolitical Items","Conservatives",329
"1975",4,1,"Easy","Liberal Confirming Items","Moderates",330
"1976",4,0,"Easy","Conservative Confirming Items","Moderates",330
"1977",4,1,"Easy","Liberal Confirming Items","Moderates",330
"1978",4,1,"Easy","Conservative Confirming Items","Moderates",330
"1979",4,1,"Easy","Apolitical Items","Moderates",330
"1980",4,1,"Easy","Apolitical Items","Moderates",330
"1981",5,1,"Easy","Liberal Confirming Items","Liberals",331
"1982",5,1,"Easy","Conservative Confirming Items","Liberals",331
"1983",5,1,"Easy","Liberal Confirming Items","Liberals",331
"1984",5,1,"Easy","Conservative Confirming Items","Liberals",331
"1985",5,1,"Easy","Apolitical Items","Liberals",331
"1986",5,1,"Easy","Apolitical Items","Liberals",331
"1987",4,0,"Easy","Liberal Confirming Items","Liberals",332
"1988",4,0,"Easy","Conservative Confirming Items","Liberals",332
"1989",4,1,"Easy","Liberal Confirming Items","Liberals",332
"1990",4,1,"Easy","Conservative Confirming Items","Liberals",332
"1991",4,1,"Easy","Apolitical Items","Liberals",332
"1992",4,1,"Easy","Apolitical Items","Liberals",332
"1993",4,1,"Easy","Liberal Confirming Items","Conservatives",333
"1994",4,0,"Easy","Conservative Confirming Items","Conservatives",333
"1995",4,1,"Easy","Liberal Confirming Items","Conservatives",333
"1996",4,1,"Easy","Conservative Confirming Items","Conservatives",333
"1997",4,1,"Easy","Apolitical Items","Conservatives",333
"1998",4,1,"Easy","Apolitical Items","Conservatives",333
"1999",1,1,"Easy","Liberal Confirming Items","Moderates",334
"2000",1,0,"Easy","Conservative Confirming Items","Moderates",334
"2001",1,0,"Easy","Liberal Confirming Items","Moderates",334
"2002",1,1,"Easy","Conservative Confirming Items","Moderates",334
"2003",1,0,"Easy","Apolitical Items","Moderates",334
"2004",1,1,"Easy","Apolitical Items","Moderates",334
"2005",2,1,"Easy","Liberal Confirming Items","Liberals",335
"2006",2,1,"Easy","Conservative Confirming Items","Liberals",335
"2007",2,1,"Easy","Liberal Confirming Items","Liberals",335
"2008",2,1,"Easy","Conservative Confirming Items","Liberals",335
"2009",2,1,"Easy","Apolitical Items","Liberals",335
"2010",2,1,"Easy","Apolitical Items","Liberals",335
"2011",3,1,"Easy","Liberal Confirming Items","Moderates",336
"2012",3,1,"Easy","Conservative Confirming Items","Moderates",336
"2013",3,0,"Easy","Liberal Confirming Items","Moderates",336
"2014",3,1,"Easy","Conservative Confirming Items","Moderates",336
"2015",3,1,"Easy","Apolitical Items","Moderates",336
"2016",3,1,"Easy","Apolitical Items","Moderates",336
"2017",3,1,"Easy","Liberal Confirming Items","Conservatives",337
"2018",3,0,"Easy","Conservative Confirming Items","Conservatives",337
"2019",3,1,"Easy","Liberal Confirming Items","Conservatives",337
"2020",3,1,"Easy","Conservative Confirming Items","Conservatives",337
"2021",3,1,"Easy","Apolitical Items","Conservatives",337
"2022",3,1,"Easy","Apolitical Items","Conservatives",337
"2023",7,1,"Easy","Liberal Confirming Items","Liberals",338
"2024",7,0,"Easy","Conservative Confirming Items","Liberals",338
"2025",7,1,"Easy","Liberal Confirming Items","Liberals",338
"2026",7,1,"Easy","Conservative Confirming Items","Liberals",338
"2027",7,1,"Easy","Apolitical Items","Liberals",338
"2028",7,1,"Easy","Apolitical Items","Liberals",338
"2029",5,1,"Easy","Liberal Confirming Items","Liberals",339
"2030",5,0,"Easy","Conservative Confirming Items","Liberals",339
"2031",5,1,"Easy","Liberal Confirming Items","Liberals",339
"2032",5,1,"Easy","Conservative Confirming Items","Liberals",339
"2033",5,1,"Easy","Apolitical Items","Liberals",339
"2034",5,1,"Easy","Apolitical Items","Liberals",339
"2035",5,1,"Easy","Liberal Confirming Items","Liberals",340
"2036",5,1,"Easy","Conservative Confirming Items","Liberals",340
"2037",5,1,"Easy","Liberal Confirming Items","Liberals",340
"2038",5,1,"Easy","Conservative Confirming Items","Liberals",340
"2039",5,1,"Easy","Apolitical Items","Liberals",340
"2040",5,1,"Easy","Apolitical Items","Liberals",340
"2041",7,1,"Easy","Liberal Confirming Items","Liberals",341
"2042",7,1,"Easy","Conservative Confirming Items","Liberals",341
"2043",7,1,"Easy","Liberal Confirming Items","Liberals",341
"2044",7,1,"Easy","Conservative Confirming Items","Liberals",341
"2045",7,1,"Easy","Apolitical Items","Liberals",341
"2046",7,1,"Easy","Apolitical Items","Liberals",341
"2047",5,1,"Easy","Liberal Confirming Items","Liberals",342
"2048",5,0,"Easy","Conservative Confirming Items","Liberals",342
"2049",5,1,"Easy","Liberal Confirming Items","Liberals",342
"2050",5,0,"Easy","Conservative Confirming Items","Liberals",342
"2051",5,1,"Easy","Apolitical Items","Liberals",342
"2052",5,1,"Easy","Apolitical Items","Liberals",342
"2053",4,1,"Easy","Liberal Confirming Items","Moderates",343
"2054",4,1,"Easy","Conservative Confirming Items","Moderates",343
"2055",4,1,"Easy","Liberal Confirming Items","Moderates",343
"2056",4,1,"Easy","Conservative Confirming Items","Moderates",343
"2057",4,1,"Easy","Apolitical Items","Moderates",343
"2058",4,1,"Easy","Apolitical Items","Moderates",343
"2059",4,1,"Easy","Liberal Confirming Items","Moderates",344
"2060",4,1,"Easy","Conservative Confirming Items","Moderates",344
"2061",4,1,"Easy","Liberal Confirming Items","Moderates",344
"2062",4,1,"Easy","Conservative Confirming Items","Moderates",344
"2063",4,1,"Easy","Apolitical Items","Moderates",344
"2064",4,1,"Easy","Apolitical Items","Moderates",344
"2065",6,1,"Easy","Liberal Confirming Items","Liberals",345
"2066",6,1,"Easy","Conservative Confirming Items","Liberals",345
"2067",6,1,"Easy","Liberal Confirming Items","Liberals",345
"2068",6,0,"Easy","Conservative Confirming Items","Liberals",345
"2069",6,1,"Easy","Apolitical Items","Liberals",345
"2070",6,1,"Easy","Apolitical Items","Liberals",345
"2071",3,1,"Easy","Liberal Confirming Items","Liberals",346
"2072",3,0,"Easy","Conservative Confirming Items","Liberals",346
"2073",3,1,"Easy","Liberal Confirming Items","Liberals",346
"2074",3,1,"Easy","Conservative Confirming Items","Liberals",346
"2075",3,1,"Easy","Apolitical Items","Liberals",346
"2076",3,1,"Easy","Apolitical Items","Liberals",346
"2077",3,1,"Easy","Liberal Confirming Items","Moderates",347
"2078",3,0,"Easy","Conservative Confirming Items","Moderates",347
"2079",3,1,"Easy","Liberal Confirming Items","Moderates",347
"2080",3,1,"Easy","Conservative Confirming Items","Moderates",347
"2081",3,1,"Easy","Apolitical Items","Moderates",347
"2082",3,1,"Easy","Apolitical Items","Moderates",347
"2083",7,1,"Easy","Liberal Confirming Items","Liberals",348
"2084",7,0,"Easy","Conservative Confirming Items","Liberals",348
"2085",7,1,"Easy","Liberal Confirming Items","Liberals",348
"2086",7,1,"Easy","Conservative Confirming Items","Liberals",348
"2087",7,1,"Easy","Apolitical Items","Liberals",348
"2088",7,1,"Easy","Apolitical Items","Liberals",348
"2089",2,1,"Easy","Liberal Confirming Items","Conservatives",349
"2090",2,1,"Easy","Conservative Confirming Items","Conservatives",349
"2091",2,1,"Easy","Liberal Confirming Items","Conservatives",349
"2092",2,1,"Easy","Conservative Confirming Items","Conservatives",349
"2093",2,1,"Easy","Apolitical Items","Conservatives",349
"2094",2,1,"Easy","Apolitical Items","Conservatives",349
"2095",4,1,"Easy","Liberal Confirming Items","Liberals",350
"2096",4,0,"Easy","Conservative Confirming Items","Liberals",350
"2097",4,1,"Easy","Liberal Confirming Items","Liberals",350
"2098",4,1,"Easy","Conservative Confirming Items","Liberals",350
"2099",4,1,"Easy","Apolitical Items","Liberals",350
"2100",4,1,"Easy","Apolitical Items","Liberals",350
"2101",5,1,"Easy","Liberal Confirming Items","Conservatives",351
"2102",5,1,"Easy","Conservative Confirming Items","Conservatives",351
"2103",5,1,"Easy","Liberal Confirming Items","Conservatives",351
"2104",5,1,"Easy","Conservative Confirming Items","Conservatives",351
"2105",5,1,"Easy","Apolitical Items","Conservatives",351
"2106",5,1,"Easy","Apolitical Items","Conservatives",351
"2107",5,1,"Easy","Liberal Confirming Items","Conservatives",352
"2108",5,0,"Easy","Conservative Confirming Items","Conservatives",352
"2109",5,1,"Easy","Liberal Confirming Items","Conservatives",352
"2110",5,1,"Easy","Conservative Confirming Items","Conservatives",352
"2111",5,1,"Easy","Apolitical Items","Conservatives",352
"2112",5,1,"Easy","Apolitical Items","Conservatives",352
"2113",8,1,"Easy","Liberal Confirming Items","Liberals",353
"2114",8,0,"Easy","Conservative Confirming Items","Liberals",353
"2115",8,1,"Easy","Liberal Confirming Items","Liberals",353
"2116",8,1,"Easy","Conservative Confirming Items","Liberals",353
"2117",8,1,"Easy","Apolitical Items","Liberals",353
"2118",8,1,"Easy","Apolitical Items","Liberals",353
"2119",6,1,"Easy","Liberal Confirming Items","Conservatives",354
"2120",6,1,"Easy","Conservative Confirming Items","Conservatives",354
"2121",6,1,"Easy","Liberal Confirming Items","Conservatives",354
"2122",6,1,"Easy","Conservative Confirming Items","Conservatives",354
"2123",6,1,"Easy","Apolitical Items","Conservatives",354
"2124",6,1,"Easy","Apolitical Items","Conservatives",354
"2125",6,1,"Easy","Liberal Confirming Items","Liberals",355
"2126",6,0,"Easy","Conservative Confirming Items","Liberals",355
"2127",6,1,"Easy","Liberal Confirming Items","Liberals",355
"2128",6,1,"Easy","Conservative Confirming Items","Liberals",355
"2129",6,1,"Easy","Apolitical Items","Liberals",355
"2130",6,1,"Easy","Apolitical Items","Liberals",355
"2131",7,1,"Easy","Liberal Confirming Items","Conservatives",356
"2132",7,1,"Easy","Conservative Confirming Items","Conservatives",356
"2133",7,1,"Easy","Liberal Confirming Items","Conservatives",356
"2134",7,1,"Easy","Conservative Confirming Items","Conservatives",356
"2135",7,0,"Easy","Apolitical Items","Conservatives",356
"2136",7,1,"Easy","Apolitical Items","Conservatives",356
"2137",2,1,"Easy","Liberal Confirming Items","Moderates",357
"2138",2,0,"Easy","Conservative Confirming Items","Moderates",357
"2139",2,1,"Easy","Liberal Confirming Items","Moderates",357
"2140",2,0,"Easy","Conservative Confirming Items","Moderates",357
"2141",2,1,"Easy","Apolitical Items","Moderates",357
"2142",2,0,"Easy","Apolitical Items","Moderates",357
"2143",7,1,"Easy","Liberal Confirming Items","Conservatives",358
"2144",7,1,"Easy","Conservative Confirming Items","Conservatives",358
"2145",7,1,"Easy","Liberal Confirming Items","Conservatives",358
"2146",7,1,"Easy","Conservative Confirming Items","Conservatives",358
"2147",7,1,"Easy","Apolitical Items","Conservatives",358
"2148",7,1,"Easy","Apolitical Items","Conservatives",358
"2149",6,1,"Easy","Liberal Confirming Items","Liberals",359
"2150",6,0,"Easy","Conservative Confirming Items","Liberals",359
"2151",6,1,"Easy","Liberal Confirming Items","Liberals",359
"2152",6,1,"Easy","Conservative Confirming Items","Liberals",359
